tconst,ordering,nconst,category,characters,averageRating,numVotes,directors,writers,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres,decennie_startYear,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title,region,language,isOriginalTitle
tt0240122,14,nm0765026,writer,unknown,7.5,452,nm0415245,"nm0407794,nm0316044,nm0765026",movie,Tosca,0.0,2001.0,126.0,"Drama,Musical",2000.0,Victorien Sardou,1831.0,1908.0,writer,"tt0049864,tt0002101,tt0005930,tt0034274",Tosca de Giacomo Puccini,FR,fr,0
tt0240122,4,nm1028488,actor,Spoletta,7.5,452,nm0415245,"nm0407794,nm0316044,nm0765026",movie,Tosca,0.0,2001.0,126.0,"Drama,Musical",2000.0,David Cangelosi,,,actor,"tt0240122,tt1019690,tt0165042,tt0313015",Tosca de Giacomo Puccini,FR,fr,0
tt0240122,5,nm1028701,actor,Sciarrone,7.5,452,nm0415245,"nm0407794,nm0316044,nm0765026",movie,Tosca,0.0,2001.0,126.0,"Drama,Musical",2000.0,Sorin Coliban,,,actor,"tt0240122,tt5358858,tt19177490",Tosca de Giacomo Puccini,FR,fr,0
tt0240122,6,nm0279980,actor,Sagrestano,7.5,452,nm0415245,"nm0407794,nm0316044,nm0765026",movie,Tosca,0.0,2001.0,126.0,"Drama,Musical",2000.0,Enrico Fissore,,,actor,"tt0240122,tt2149241,tt2255284,tt0335704",Tosca de Giacomo Puccini,FR,fr,0
tt0240122,7,nm1031506,actor,Cesare Angelotti,7.5,452,nm0415245,"nm0407794,nm0316044,nm0765026",movie,Tosca,0.0,2001.0,126.0,"Drama,Musical",2000.0,Maurizio Muraro,,,actor,"tt0240122,tt1019690,tt2254056,tt2729178",Tosca de Giacomo Puccini,FR,fr,0
tt0240122,9,nm1046687,actor,Un pastore,7.5,452,nm0415245,"nm0407794,nm0316044,nm0765026",movie,Tosca,0.0,2001.0,126.0,"Drama,Musical",2000.0,James Savage-Hanford,,,actor,tt0240122,Tosca de Giacomo Puccini,FR,fr,0
tt0240122,10,nm1196200,actor,Tax judge,7.5,452,nm0415245,"nm0407794,nm0316044,nm0765026",movie,Tosca,0.0,2001.0,126.0,"Drama,Musical",2000.0,Karl-Heinz Rogosch,,,actor,tt0240122,Tosca de Giacomo Puccini,FR,fr,0
tt0240510,12,nm0556571,writer,unknown,6.5,35569,nm0001408,"nm0556571,nm0771512,nm0024925",movie,The Four Feathers,0.0,2002.0,132.0,"Action,Adventure,Drama",2000.0,A.E.W. Mason,1865.0,1948.0,writer,"tt0240510,tt0020890,tt0031334,tt0012189",Frères du désert,FR,fr,0
tt0240510,15,nm0271162,producer,unknown,6.5,35569,nm0001408,"nm0556571,nm0771512,nm0024925",movie,The Four Feathers,0.0,2002.0,132.0,"Action,Adventure,Drama",2000.0,Paul Feldsher,,,producer,"tt0240510,tt0120520,tt0145734,tt0192071",Frères du désert,FR,fr,0
tt0240510,6,nm0130736,actor,Gustave,6.5,35569,nm0001408,"nm0556571,nm0771512,nm0024925",movie,The Four Feathers,0.0,2002.0,132.0,"Action,Adventure,Drama",2000.0,Daniel Caltagirone,1972.0,,actor,"tt0325703,tt0253474,tt0163978,tt0240510",Frères du désert,FR,fr,0
tt0240510,4,nm1320601,actor,Sudanese Storyteller,6.5,35569,nm0001408,"nm0556571,nm0771512,nm0024925",movie,The Four Feathers,0.0,2002.0,132.0,"Action,Adventure,Drama",2000.0,Mohamed Bouich,,,actor,tt0240510,Frères du désert,FR,fr,0
tt0240510,5,nm1317758,actor,Dervish Ansar,6.5,35569,nm0001408,"nm0556571,nm0771512,nm0024925",movie,The Four Feathers,0.0,2002.0,132.0,"Action,Adventure,Drama",2000.0,Campbell Brown,,,actor,tt0240510,Frères du désert,FR,fr,0
tt0240510,8,nm1320646,actor,Colonel Other Regiment,6.5,35569,nm0001408,"nm0556571,nm0771512,nm0024925",movie,The Four Feathers,0.0,2002.0,132.0,"Action,Adventure,Drama",2000.0,Andy Coumbe,,,actor,tt0240510,Frères du désert,FR,fr,0
tt0240510,16,nm10379900,producer,unknown,6.5,35569,nm0001408,"nm0556571,nm0771512,nm0024925",movie,The Four Feathers,0.0,2002.0,132.0,"Action,Adventure,Drama",2000.0,Robert D. Jaffe,,,producer,tt0240510,Frères du désert,FR,fr,0
tt0214529,13,nm0077220,writer,unknown,4.5,5212,nm0758933,"nm0077220,nm0758933,nm0860019,nm0867374",movie,Belphégor - Le fantôme du Louvre,0.0,2001.0,97.0,"Fantasy,Horror,Mystery",2000.0,Arthur Bernède,1871.0,1937.0,writer,"tt0057207,tt0019646,tt0022141,tt0006886",Belphégor : Le Fantôme du Louvre,FR,fr,0
tt0214529,16,nm0867374,writer,unknown,4.5,5212,nm0758933,"nm0077220,nm0758933,nm0860019,nm0867374",movie,Belphégor - Le fantôme du Louvre,0.0,2001.0,97.0,"Fantasy,Horror,Mystery",2000.0,Jérôme Tonnerre,,,writer,"tt0088357,tt0105682,tt0363532,tt0310778",Belphégor : Le Fantôme du Louvre,FR,fr,0
tt0214529,11,nm0551791,actor,Félix,4.5,5212,nm0758933,"nm0077220,nm0758933,nm0860019,nm0867374",movie,Belphégor - Le fantôme du Louvre,0.0,2001.0,97.0,"Fantasy,Horror,Mystery",2000.0,Jacques Martial,1955.0,,actor,"tt0096658,tt0098396,tt0085031,tt0099283",Belphégor : Le Fantôme du Louvre,FR,fr,0
tt0214529,8,nm0008506,actor,Simonnet,4.5,5212,nm0758933,"nm0077220,nm0758933,nm0860019,nm0867374",movie,Belphégor - Le fantôme du Louvre,0.0,2001.0,97.0,"Fantasy,Horror,Mystery",2000.0,Lionel Abelanski,1964.0,,actor,"tt0783233,tt2870756,tt0170705,tt2102355",Belphégor : Le Fantôme du Louvre,FR,fr,0
tt0280590,12,nm0445502,writer,unknown,5.8,153239,nm0109359,"nm0445502,nm0728307,nm0379056",movie,Mr. Deeds,0.0,2002.0,96.0,"Comedy,Romance",2000.0,Clarence Budington Kelland,1881.0,1964.0,writer,"tt0280590,tt0027996,tt0035293,tt0028321",Les aventures de Mister Deeds,FR,fr,0
tt0377084,12,nm0516810,writer,unknown,7.0,12759,nm0001097,"nm0516810,nm0001097",movie,Ladies in Lavender,0.0,2004.0,104.0,"Drama,Music,Romance",2000.0,William J. Locke,1863.0,1930.0,writer,"tt0009652,tt0015700,tt0377084,tt0005770",Les dames de Cornouailles,FR,fr,0
tt0377084,5,nm0376638,actor,Luke Pendered,7.0,12759,nm0001097,"nm0516810,nm0001097",movie,Ladies in Lavender,0.0,2004.0,104.0,"Drama,Music,Romance",2000.0,Gregor Henderson-Begg,1976.0,,actor,"tt0280707,tt0377084,tt0106379,tt0118363",Les dames de Cornouailles,FR,fr,0
tt0377084,9,nm1632142,actor,Barry,7.0,12759,nm0001097,"nm0516810,nm0001097",movie,Ladies in Lavender,0.0,2004.0,104.0,"Drama,Music,Romance",2000.0,Richard Pears,,,actor,"tt0377084,tt0408381",Les dames de Cornouailles,FR,fr,0
tt0013274,3,nm13054604,producer,unknown,6.6,70,"nm0412842,nm0895048",,movie,Istoriya grazhdanskoy voyny,0.0,2021.0,94.0,Documentary,2020.0,Konstantin Grinberg,,,producer,"tt0010180,tt0013274",Histoire de la guerre civile,FR,fr,0
tt0434215,14,nm0641301,writer,unknown,6.0,8541,nm1555287,"nm0742797,nm0465199,nm0641301",movie,Flicka,0.0,2006.0,95.0,"Adventure,Drama,Family",2000.0,Mary O'Hara,1885.0,1980.0,writer,"tt0013515,tt0014721,tt0017904,tt0036182",Flicka,FR,fr,0
tt0313196,13,nm0211055,writer,unknown,6.7,14455,nm0140196,"nm0508200,nm0211055",movie,El crimen del padre Amaro,0.0,2002.0,118.0,"Drama,Romance",2000.0,Eça de Queirós,1845.0,1900.0,writer,"tt0826110,tt0313196,tt0046844,tt6086896",Le crime du père Amaro,FR,fr,0
tt0313196,6,nm0350884,actor,Obispo,6.7,14455,nm0140196,"nm0508200,nm0211055",movie,El crimen del padre Amaro,0.0,2002.0,118.0,"Drama,Romance",2000.0,Ernesto Gómez Cruz,1933.0,2024.0,actor,"tt0091261,tt0112619,tt0313196,tt0077287",Le crime du père Amaro,FR,fr,0
tt0313196,7,nm0578247,actor,Martín,6.7,14455,nm0140196,"nm0508200,nm0211055",movie,El crimen del padre Amaro,0.0,2002.0,118.0,"Drama,Romance",2000.0,Gastón Melo,1936.0,,actor,"tt0313196,tt0414736,tt1796084,tt0068382",Le crime du père Amaro,FR,fr,0
tt0313196,5,nm0400111,actress,Dionisia,6.7,14455,nm0140196,"nm0508200,nm0211055",movie,El crimen del padre Amaro,0.0,2002.0,118.0,"Drama,Romance",2000.0,Luisa Huertas,1951.0,,actress,"tt0120746,tt0313196,tt0115571,tt0133965",Le crime du père Amaro,FR,fr,0
tt0238893,12,nm0090504,writer,unknown,5.1,59,nm0405683,"nm0090504,nm0405683",movie,La chambre obscure,0.0,2000.0,107.0,Drama,2000.0,Giovanni Boccaccio,1313.0,1375.0,writer,"tt5666304,tt0068832,tt0045675,tt0065622",La chambre obscure,FR,fr,0
tt0238893,8,nm0047623,actor,Maître Gérard de Narbonne,5.1,59,nm0405683,"nm0090504,nm0405683",movie,La chambre obscure,0.0,2000.0,107.0,Drama,2000.0,Pierre Baillot,,,actor,"tt0107259,tt0167644,tt0066192,tt0107260",La chambre obscure,FR,fr,0
tt0238893,6,nm0703364,actor,Ambrogio,5.1,59,nm0405683,"nm0090504,nm0405683",movie,La chambre obscure,0.0,2000.0,107.0,Drama,2000.0,Hugues Quester,1948.0,,actor,"tt0108394,tt0097292,tt0097106,tt0084423",La chambre obscure,FR,fr,0
tt0238893,14,nm0089837,producer,unknown,5.1,59,nm0405683,"nm0090504,nm0405683",movie,La chambre obscure,0.0,2000.0,107.0,Drama,2000.0,Raymond Blumenthal,1945.0,,producer,"tt0098487,tt0122693,tt0238893,tt0120760",La chambre obscure,FR,fr,0
tt0238893,1,nm0239764,actress,Aliénor,5.1,59,nm0405683,"nm0090504,nm0405683",movie,La chambre obscure,0.0,2000.0,107.0,Drama,2000.0,Caroline Ducey,1976.0,,actress,"tt0194314,tt0111497,tt4054596,tt0127553",La chambre obscure,FR,fr,0
tt0238893,9,nm0711590,actor,Marc,5.1,59,nm0405683,"nm0090504,nm0405683",movie,La chambre obscure,0.0,2000.0,107.0,Drama,2000.0,Dimitri Rataud,,,actor,"tt0309832,tt0167565,tt1235317,tt1726861",La chambre obscure,FR,fr,0
tt0015414,1,nm0147437,self,Self,5.4,17,nm0615736,,movie,La tierra de los toros,0.0,2000.0,60.0,unknown,2000.0,Antonio Cañero,,,actor,"tt0218852,tt0013620,tt0015414,tt0031182",La terre des taureaux,FR,fr,0
tt0015414,1,nm0147437,self,Self,5.4,17,nm0615736,,movie,La tierra de los toros,0.0,2000.0,60.0,unknown,2000.0,Antonio Cañero,,,actor,"tt0218852,tt0013620,tt0015414,tt0031182",La Terre des taureaux,FR,fr,0
tt0218922,15,nm0941280,writer,unknown,6.0,60039,nm0188165,"nm0941280,nm0188165",movie,Original Sin,0.0,2001.0,116.0,"Drama,Mystery,Romance",2000.0,Cornell Woolrich,1903.0,1968.0,writer,"tt0042046,tt0047396,tt0218922,tt0025463",Péché originel,FR,fr,0
tt0218922,11,nm0724030,actress,Emily Russell,6.0,60039,nm0188165,"nm0941280,nm0188165",movie,Original Sin,0.0,2001.0,116.0,"Drama,Mystery,Romance",2000.0,Cordelia Richards,,,actress,"tt0120791,tt0218922,tt0195685,tt0106079",Péché originel,FR,fr,0
tt0285906,9,nm0031832,actor,unknown,6.3,1523,nm0840671,"nm0411872,nm0454118",movie,Pisutoru opera,0.0,2001.0,112.0,"Action,Crime,Drama",2000.0,Tomio Aoki,1923.0,2004.0,actor,"tt0270065,tt0023634,tt0204504,tt0057697",Pistol Opera,FR,fr,0
tt0285906,8,nm0441353,actress,Shizuka Orikuchi,6.3,1523,nm0840671,"nm0411872,nm0454118",movie,Pisutoru opera,0.0,2001.0,112.0,"Action,Crime,Drama",2000.0,Haruko Katô,1922.0,2015.0,actress,"tt0097814,tt0377341,tt0064961,tt0347149",Pistol Opera,FR,fr,0
tt0285906,3,nm1165029,actress,Sayoko Uekyo,6.3,1523,nm0840671,"nm0411872,nm0454118",movie,Pisutoru opera,0.0,2001.0,112.0,"Action,Crime,Drama",2000.0,Hanae Kan,1990.0,,actress,"tt0408664,tt1264963,tt0459744,tt5614008",Pistol Opera,FR,fr,0
tt0263265,12,nm0070948,writer,unknown,5.4,6268,nm0000285,"nm0070948,nm0533831,nm0223320,nm0174374,nm0144007",movie,The Devil and Daniel Webster,0.0,2003.0,106.0,"Comedy,Drama,Fantasy",2000.0,Stephen Vincent Benet,1898.0,1943.0,writer,"tt0047472,tt0044782,tt0033532,tt0016148",Sexy Devil,FR,fr,0
tt0263265,9,nm5101715,actor,Security Guard,5.4,6268,nm0000285,"nm0070948,nm0533831,nm0223320,nm0174374,nm0144007",movie,The Devil and Daniel Webster,0.0,2003.0,106.0,"Comedy,Drama,Fantasy",2000.0,Antoni Cornacchione,,,actor,tt0263265,Sexy Devil,FR,fr,0
tt0429200,12,nm0275492,writer,unknown,5.9,562,nm0222545,"nm0275492,nm0222553",movie,Un fil à la patte,0.0,2005.0,79.0,"Comedy,Romance",2000.0,Georges Feydeau,1862.0,1921.0,writer,"tt0024064,tt0163473,tt0147666,tt0167867",Un fil à la patte,FR,fr,0
tt0429200,8,nm0580720,actor,Irrigua,5.9,562,nm0222545,"nm0275492,nm0222553",movie,Un fil à la patte,0.0,2005.0,79.0,"Comedy,Romance",2000.0,Stanislas Merhar,1971.0,,actor,"tt0119773,tt1532530,tt0167565,tt7490368",Un fil à la patte,FR,fr,0
tt0213539,12,nm0390357,writer,unknown,5.4,38,nm0006620,"nm0390357,nm0006620",movie,La candide madame Duff,0.0,2000.0,90.0,Drama,2000.0,Elisabeth Sanxay Holding,1889.0,1955.0,writer,"tt0250323,tt0041037,tt0041786,tt0016242",La candide madame Duff,FR,fr,0
tt0213539,10,nm0163326,actor,unknown,5.4,38,nm0006620,"nm0390357,nm0006620",movie,La candide madame Duff,0.0,2000.0,90.0,Drama,2000.0,Jean-Pierre Clami,1948.0,,actor,"tt0108500,tt0100303,tt0098578,tt0090193",La candide madame Duff,FR,fr,0
tt0213539,3,nm0372904,actress,Régina Duff,5.4,38,nm0006620,"nm0390357,nm0006620",movie,La candide madame Duff,0.0,2000.0,90.0,Drama,2000.0,Emilie Hebrard,,,actress,"tt0155877,tt0213539",La candide madame Duff,FR,fr,0
tt0213539,8,nm2404482,actress,unknown,5.4,38,nm0006620,"nm0390357,nm0006620",movie,La candide madame Duff,0.0,2000.0,90.0,Drama,2000.0,Fleur Ballini,,,actress,"tt0213539,tt0173567",La candide madame Duff,FR,fr,0
tt0250323,13,nm0390357,writer,unknown,6.5,12010,"nm0569166,nm0796915","nm0390357,nm0569166,nm0796915",movie,The Deep End,0.0,2001.0,101.0,"Crime,Drama,Mystery",2000.0,Elisabeth Sanxay Holding,1889.0,1955.0,writer,"tt0250323,tt0041037,tt0041786,tt0016242",Bleu profond,FR,fr,0
tt0250323,10,nm0651660,actor,Loan Officer,6.5,12010,"nm0569166,nm0796915","nm0390357,nm0569166,nm0796915",movie,The Deep End,0.0,2001.0,101.0,"Crime,Drama,Mystery",2000.0,Holmes Osborne,1947.0,,actor,"tt0246578,tt0405336,tt0117887,tt0309698",Bleu profond,FR,fr,0
tt0250323,8,nm0234047,actor,Dylan Hall,6.5,12010,"nm0569166,nm0796915","nm0390357,nm0569166,nm0796915",movie,The Deep End,0.0,2001.0,101.0,"Crime,Drama,Mystery",2000.0,Jordon Dorrance,1991.0,,actor,"tt0250323,tt0457323",Bleu profond,FR,fr,0
tt0250323,9,nm0558819,actress,Sue Lloyd,6.5,12010,"nm0569166,nm0796915","nm0390357,nm0569166,nm0796915",movie,The Deep End,0.0,2001.0,101.0,"Crime,Drama,Mystery",2000.0,Heather Mathieson,,,actress,"tt1195478,tt0219965,tt0250323,tt0499400",Bleu profond,FR,fr,0
tt0238936,12,nm0154158,writer,unknown,7.5,47233,nm0080220,"nm0154158,nm1165501,nm0080220",movie,Devdas,0.0,2002.0,185.0,"Drama,Musical,Romance",2000.0,Sarat Chandra Chattopadhyay,1876.0,1938.0,writer,"tt0238936,tt1327035,tt0152720,tt15672672",Devdas,FR,fr,0
tt0238936,9,nm0348004,actor,Kalibabu,7.5,47233,nm0080220,"nm0154158,nm1165501,nm0080220",movie,Devdas,0.0,2002.0,185.0,"Drama,Musical,Romance",2000.0,Milind Gunaji,1961.0,,actor,"tt0238936,tt0120456,tt7431594,tt0157217",Devdas,FR,fr,0
tt0238936,6,nm0419741,actress,Kaushalya,7.5,47233,nm0080220,"nm0154158,nm1165501,nm0080220",movie,Devdas,0.0,2002.0,185.0,"Drama,Musical,Romance",2000.0,Smita Jaykar,,,actress,"tt0238936,tt0200087,tt1252596,tt0150992",Devdas,FR,fr,0
tt0238936,10,nm1030502,actress,Kumud,7.5,47233,nm0080220,"nm0154158,nm1165501,nm0080220",movie,Devdas,0.0,2002.0,185.0,"Drama,Musical,Romance",2000.0,Ananya Khare,,,actress,"tt0238936,tt1093370,tt0267363,tt11142762",Devdas,FR,fr,0
tt0384814,13,nm0266899,writer,unknown,5.7,10106,nm0001801,"nm0001801,nm0266899",movie,Ask the Dust,0.0,2006.0,117.0,"Drama,Romance",2000.0,John Fante,1909.0,1983.0,writer,"tt0049240,tt0033145,tt0044938,tt0055358",Demande à la poussière,FR,fr,0
tt0384814,8,nm9521432,actor,Columbia Sweeper,5.7,10106,nm0001801,"nm0001801,nm0266899",movie,Ask the Dust,0.0,2006.0,117.0,"Drama,Romance",2000.0,Ronald France,1932.0,,actor,"tt0460791,tt0097207,tt0790665,tt0805617",Demande à la poussière,FR,fr,0
tt0384814,10,nm2502740,actress,Red Headed Girl,5.7,10106,nm0001801,"nm0001801,nm0266899",movie,Ask the Dust,0.0,2006.0,117.0,"Drama,Romance",2000.0,Donna Mosley,,,actress,"tt0384814,tt0880592",Demande à la poussière,FR,fr,0
tt0310790,15,nm0273273,writer,unknown,5.0,655,"nm0209216,nm1134802","nm0273273,nm0209216",movie,El bosque animado,0.0,2001.0,83.0,"Animation,Family,Fantasy",2000.0,Wenceslao Fernández Flórez,1884.0,1964.0,writer,"tt0017650,tt0044041,tt0037497,tt0026670",La forêt enchantée,FR,fr,0
tt0310790,11,nm1694337,actor,Abedul,5.0,655,"nm0209216,nm1134802","nm0273273,nm0209216",movie,El bosque animado,0.0,2001.0,83.0,"Animation,Family,Fantasy",2000.0,Francisco Javier Martínez,,,actor,"tt0382740,tt0905631,tt7093904,tt0310790",La forêt enchantée,FR,fr,0
tt0298903,12,nm0819983,writer,unknown,6.3,107,nm0800884,nm0819983,movie,Heidi,0.0,2005.0,80.0,"Animation,Comedy,Family",2000.0,Johanna Spyri,1827.0,1901.0,writer,"tt0028988,tt0049296,tt0149924,tt0047431",Heidi,FR,fr,0
tt0235618,13,nm0115082,writer,unknown,6.9,1197,nm0394114,"nm0115082,nm0154873,nm0394114",movie,The Nine Lives of Tomas Katz,0.0,2000.0,87.0,"Comedy,Drama,Fantasy",2000.0,Thomas Browne,,,writer,"tt0235618,tt0030569,tt0989125,tt1982173",Les 9 vies de Tomas Katz,FR,fr,0
tt0235618,6,nm1016442,actor,Minister of fish,6.9,1197,nm0394114,"nm0115082,nm0154873,nm0394114",movie,The Nine Lives of Tomas Katz,0.0,2000.0,87.0,"Comedy,Drama,Fantasy",2000.0,Andrew Melville,,,actor,"tt0235618,tt0094525,tt0106084,tt0184186",Les 9 vies de Tomas Katz,FR,fr,0
tt0235618,7,nm4565802,actor,Gallows Nelson,6.9,1197,nm0394114,"nm0115082,nm0154873,nm0394114",movie,The Nine Lives of Tomas Katz,0.0,2000.0,87.0,"Comedy,Drama,Fantasy",2000.0,Matthew Causton,,,actor,tt0235618,Les 9 vies de Tomas Katz,FR,fr,0
tt0235618,10,nm1015107,actor,Gwupigrubynudny-landians,6.9,1197,nm0394114,"nm0115082,nm0154873,nm0394114",movie,The Nine Lives of Tomas Katz,0.0,2000.0,87.0,"Comedy,Drama,Fantasy",2000.0,Kris Krishnamma,,,actor,"tt0235618,tt0164041",Les 9 vies de Tomas Katz,FR,fr,0
tt0235618,11,nm1015035,actor,Gwupigrubynudny-landians,6.9,1197,nm0394114,"nm0115082,nm0154873,nm0394114",movie,The Nine Lives of Tomas Katz,0.0,2000.0,87.0,"Comedy,Drama,Fantasy",2000.0,Jamille Jinnah,,,actor,tt0235618,Les 9 vies de Tomas Katz,FR,fr,0
tt0293591,14,nm0771622,writer,unknown,5.3,106,nm0777029,"nm0353870,nm1633131,nm0771622,nm0777029",movie,She Me and Her,0.0,2002.0,99.0,Comedy,2000.0,Fred Schiller,1904.0,2003.0,writer,"tt0047758,tt0033151,tt0035978,tt0037554",Elle et moi,FR,fr,0
tt0293591,5,nm1173821,actor,Tony Kosminsky,5.3,106,nm0777029,"nm0353870,nm1633131,nm0771622,nm0777029",movie,She Me and Her,0.0,2002.0,99.0,Comedy,2000.0,Nicholas Newman,,,actor,"tt0293591,tt0144061,tt0101143,tt0435178",Elle et moi,FR,fr,0
tt0293591,6,nm3031834,actress,David's Secretary,5.3,106,nm0777029,"nm0353870,nm1633131,nm0771622,nm0777029",movie,She Me and Her,0.0,2002.0,99.0,Comedy,2000.0,Deborah Anderson,,,actress,tt0293591,Elle et moi,FR,fr,0
tt0293591,11,nm0211941,actress,Gloria,5.3,106,nm0777029,"nm0353870,nm1633131,nm0771622,nm0777029",movie,She Me and Her,0.0,2002.0,99.0,Comedy,2000.0,Marina De Tiews,,,actress,"tt0096541,tt0293591,tt0106116,tt0075474",Elle et moi,FR,fr,0
tt0412843,12,nm0625846,writer,unknown,5.5,54,nm0461871,"nm0625846,nm0461871",movie,Durch diese Nacht sehe ich keinen einzigen Stern,0.0,2005.0,112.0,"Biography,Drama",2000.0,Bozena Nemcová,1820.0,1862.0,writer,"tt0070832,tt1057875,tt0032230,tt0191383",Une nuit sans étoiles,FR,fr,0
tt0412843,6,nm0279186,actress,Duchess,5.5,54,nm0461871,"nm0625846,nm0461871",movie,Durch diese Nacht sehe ich keinen einzigen Stern,0.0,2005.0,112.0,"Biography,Drama",2000.0,Tána Fischerová,1947.0,2019.0,actress,"tt1060249,tt0074393,tt0171666,tt0133012",Une nuit sans étoiles,FR,fr,0
tt0412843,10,nm0313830,actress,unknown,5.5,54,nm0461871,"nm0625846,nm0461871",movie,Durch diese Nacht sehe ich keinen einzigen Stern,0.0,2005.0,112.0,"Biography,Drama",2000.0,Libuse Geprtová,1941.0,2005.0,actress,"tt0138310,tt0081220,tt0060279,tt0240906",Une nuit sans étoiles,FR,fr,0
tt0412843,7,nm0419354,actor,Jurenka,5.5,54,nm0461871,"nm0625846,nm0461871",movie,Durch diese Nacht sehe ich keinen einzigen Stern,0.0,2005.0,112.0,"Biography,Drama",2000.0,Adrian Jastraban,1969.0,,actor,"tt0484918,tt2280344,tt26895360,tt22489436",Une nuit sans étoiles,FR,fr,0
tt0412843,8,nm0062975,actress,unknown,5.5,54,nm0461871,"nm0625846,nm0461871",movie,Durch diese Nacht sehe ich keinen einzigen Stern,0.0,2005.0,112.0,"Biography,Drama",2000.0,Eva Maria Bayerwaltes,1950.0,,actress,"tt0087400,tt1410219,tt0412888,tt0100557",Une nuit sans étoiles,FR,fr,0
tt0255477,14,nm0172830,writer,unknown,4.3,8655,nm0000905,"nm0000905,nm0148437,nm0172830,nm0232834",movie,Pinocchio,0.0,2002.0,108.0,"Comedy,Family,Fantasy",2000.0,Carlo Collodi,1826.0,1890.0,writer,"tt1488589,tt4593060,tt0032910,tt1730763",Pinocchio,FR,fr,0
tt0255477,6,nm0406376,actor,Mangiafuoco,4.3,8655,nm0000905,"nm0000905,nm0148437,nm0172830,nm0232834",movie,Pinocchio,0.0,2002.0,108.0,"Comedy,Family,Fantasy",2000.0,Franco Javarone,,,actor,"tt0255477,tt0081467,tt0071331,tt0092111",Pinocchio,FR,fr,0
tt0342492,8,nm0917761,actress,Fru Juhl,7.2,24810,nm0421314,nm0421314,movie,De grønne slagtere,0.0,2003.0,100.0,"Comedy,Drama",2000.0,Lily Weiding,1924.0,2021.0,actress,"tt0335536,tt0033506,tt1757697,tt0342492",Les bouchers verts,FR,fr,0
tt0342492,7,nm0258925,actor,Pastor Villumsen,7.2,24810,nm0421314,nm0421314,movie,De grønne slagtere,0.0,2003.0,100.0,"Comedy,Drama",2000.0,Aksel Erhardtsen,1927.0,2010.0,actor,"tt0329454,tt0342492,tt21995522,tt0128891",Les bouchers verts,FR,fr,0
tt0342492,11,nm0824853,actress,Ingrid Grith,7.2,24810,nm0421314,nm0421314,movie,De grønne slagtere,0.0,2003.0,100.0,"Comedy,Drama",2000.0,Elsebeth Steentoft,1943.0,,actress,"tt1340107,tt0243862,tt1729226,tt1680136",Les bouchers verts,FR,fr,0
tt0035423,7,nm0925717,actor,Uncle Millard,6.4,89347,nm0003506,"nm0737216,nm0003506",movie,Kate & Leopold,0.0,2001.0,118.0,"Comedy,Fantasy,Romance",2000.0,Paxton Whitehead,1937.0,2023.0,actor,"tt0090685,tt0035423,tt0092605,tt0080240",Kate et Léopold,FR,fr,0
tt0431213,12,nm0460893,writer,unknown,6.7,4704,nm0836430,"nm0460893,nm0836430",movie,Lassie,0.0,2005.0,100.0,"Adventure,Comedy,Drama",2000.0,Eric Knight,1897.0,1943.0,writer,"tt0035431,tt0036098,tt0046617,tt0047059",Lassie,FR,fr,0
tt0431213,9,nm1677504,actor,Miner,6.7,4704,nm0836430,"nm0460893,nm0836430",movie,Lassie,0.0,2005.0,100.0,"Adventure,Comedy,Drama",2000.0,Jim Roche,,,actor,"tt4244994,tt0431213,tt0395060,tt2306299",Lassie,FR,fr,0
tt0431213,14,nm0056591,producer,unknown,6.7,4704,nm0836430,"nm0460893,nm0836430",movie,Lassie,0.0,2005.0,100.0,"Adventure,Comedy,Drama",2000.0,Francesca Barra,,,producer,"tt0272839,tt0276276,tt0210943,tt0431213",Lassie,FR,fr,0
tt0240772,14,nm0113689,writer,unknown,7.7,623001,nm0001752,"nm0425138,nm0751207,nm0113689,nm0496468,nm0341372",movie,Ocean's Eleven,0.0,2001.0,116.0,"Crime,Thriller",2000.0,Harry Brown,1917.0,1986.0,writer,"tt0043924,tt0041841,tt0054135,tt0240772",Ocean's eleven - Faites vos jeux!,FR,fr,0
tt0240772,14,nm0113689,writer,unknown,7.7,623001,nm0001752,"nm0425138,nm0751207,nm0113689,nm0496468,nm0341372",movie,Ocean's Eleven,0.0,2001.0,116.0,"Crime,Thriller",2000.0,Harry Brown,1917.0,1986.0,writer,"tt0043924,tt0041841,tt0054135,tt0240772",Ocean's Eleven,FR,fr,0
tt0240772,13,nm0751207,writer,unknown,7.7,623001,nm0001752,"nm0425138,nm0751207,nm0113689,nm0496468,nm0341372",movie,Ocean's Eleven,0.0,2001.0,116.0,"Crime,Thriller",2000.0,Jack Golden Russell,,,writer,"tt0240772,tt5164214,tt0496806,tt0349903",Ocean's eleven - Faites vos jeux!,FR,fr,0
tt0240772,13,nm0751207,writer,unknown,7.7,623001,nm0001752,"nm0425138,nm0751207,nm0113689,nm0496468,nm0341372",movie,Ocean's Eleven,0.0,2001.0,116.0,"Crime,Thriller",2000.0,Jack Golden Russell,,,writer,"tt0240772,tt5164214,tt0496806,tt0349903",Ocean's Eleven,FR,fr,0
